Score,Computation Time,Standard Deviation,Budget,Find Components,Graph Type,Sampling Model,Prediction Method
93.33333333333333,1772057289.2677813,8.243323416704028,75,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
92.06666666666666,1772057288.2789066,10.773424092026946,75,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
89.93333333333334,1772057283.4703836,11.834976411749484,75,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
88.53333333333333,1772057282.754732,15.249668224337896,75,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
90.8,1772057297.863366,10.975296937082971,75,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
88.4,1772057294.2162507,16.012495120998476,75,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
92.53333333333333,1772057285.3505898,8.33980700930069,75,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
91.13333333333334,1772057284.2295418,12.293242433296818,75,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
90.86666666666666,1772057285.2945065,9.876860885543593,75,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
88.8,1772057284.6104903,14.91499724630021,75,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
90.8,1772057309.8293412,10.80476085542189,75,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
88.86666666666666,1772057304.3784068,14.903818622212547,75,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
92.86666666666666,1772057288.5585566,8.24505623879864,75,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
92.73333333333333,1772057287.2102263,9.960397773659633,75,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
92.46666666666667,1772057287.408255,9.101543563489395,100,False,None-None,<class 'QueryModels.RandomSampling'>,2fermat
90.86666666666666,1772057286.6680524,12.105882080723442,100,False,None-None,<class 'QueryModels.RandomSampling'>,euclidean
77.73333333333333,1772057293.3610759,18.386589315766713,100,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
74.6,1772057291.4678016,18.27488518627213,100,False,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
94.86666666666666,1772057289.3823907,6.022181221672649,100,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
94.06666666666666,1772057288.2905314,7.84188995684319,100,False,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
91.33333333333333,1772057283.5888457,9.846440014156434,100,epsilon,None-None,<class 'QueryModels.RandomSampling'>,2fermat
89.73333333333333,1772057282.7721434,13.770914829382079,100,epsilon,None-None,<class 'QueryModels.RandomSampling'>,euclidean
91.46666666666667,1772057299.7833261,10.091486274979282,100,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
90.13333333333334,1772057296.070396,13.201010062365176,100,epsilon,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
94.26666666666667,1772057285.8983526,5.909637004403023,100,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
92.93333333333334,1772057284.686522,9.63969965941935,100,epsilon,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
92.26666666666667,1772057285.4103057,8.171961354592444,100,knn,None-None,<class 'QueryModels.RandomSampling'>,2fermat
90.33333333333333,1772057284.6242018,12.882250616735453,100,knn,None-None,<class 'QueryModels.RandomSampling'>,euclidean
91.6,1772057312.63678,10.126344707882364,100,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,2fermat
90.4,1772057307.339589,12.993404920519156,100,knn,epsilon-2fermat,<class 'QueryModels.ProbCoverSampling'>,euclidean
94.26666666666667,1772057289.5450165,6.374801584213835,100,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,2fermat
94.53333333333333,1772057288.0937114,7.327703466655708,100,knn,epsilon-euclidean,<class 'QueryModels.ProbCoverSampling'>,euclidean
